"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.308602,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.838428,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.013589,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1984-Q1",-1.317604,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.705958,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.919922,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.950289,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.48032,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1985-Q2",0.155684,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.484461,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1985-Q4",-0.416359,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.894396,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1986-Q2",1.209922,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.081472,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.074006,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1987-Q1",-0.852827,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.764855,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.21496,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1987-Q4",0.810185,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1988-Q1",-1.010978,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.835161,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.661264,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.1833,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1989-Q1",0.82314,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.475649,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.829098,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1989-Q4",1.300396,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.232355,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.078143,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1990-Q3",0.826363,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.683751,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.692705,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.912164,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1991-Q3",1.109097,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.611831,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.383704,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.47917,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.079119,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.302467,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.239481,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.570549,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.019557,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.702701,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.321516,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.172232,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.906741,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1994-Q4",1.350074,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.83618,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.424044,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.226813,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.344772,"E"
"AUT","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.675539,
"AUT","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.800888,
"AUT","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.297811,
"AUT","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.465566,
"AUT","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.316628,
"AUT","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.371301,
"AUT","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.349003,
"AUT","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.166868,
"AUT","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.876172,
"AUT","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.027247,
"AUT","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.308702,
"AUT","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.224932,
"AUT","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.110832,
"AUT","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.999679,
"AUT","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.339707,
"AUT","QGDP","TOT","PC_CHGPP","Q","1999-Q4",0.863827,
"AUT","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.063761,
"AUT","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.728709,
"AUT","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.584221,
"AUT","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.053394,
"AUT","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-0.12637,
"AUT","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.149605,
"AUT","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.190183,
"AUT","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.199336,
"AUT","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.791546,
"AUT","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.366888,
"AUT","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.30171,
"AUT","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.219763,
"AUT","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.216464,
"AUT","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.156151,
"AUT","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.428673,
"AUT","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.305505,
"AUT","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.165807,
"AUT","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.543362,
"AUT","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.648966,
"AUT","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.216421,
"AUT","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.282831,
"AUT","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.336064,
"AUT","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.531686,
"AUT","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.933932,
"AUT","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.96709,
"AUT","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.712729,
"AUT","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.115449,
"AUT","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.216162,
"AUT","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.78082,
"AUT","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.12966,
"AUT","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.271151,
"AUT","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.784064,
"AUT","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.216438,
"AUT","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.497147,
"AUT","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.738234,
"AUT","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.677957,
"AUT","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.506083,
"AUT","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.954653,
"AUT","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.454177,
"AUT","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.931643,
"AUT","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.826848,
"AUT","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.651017,
"AUT","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.144378,
"AUT","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.514199,
"AUT","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.339293,
"AUT","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.341339,
"AUT","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.004803,
"AUT","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.269017,
"AUT","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.737339,
"AUT","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.642154,
"AUT","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.044573,
"AUT","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.006404,
"AUT","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.426649,
"AUT","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.417998,
"AUT","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.36783,
"AUT","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.242426,
"AUT","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.125037,
"AUT","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.020809,
"AUT","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.148156,
"AUT","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.34118,
"AUT","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.04018,
"AUT","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.682571,
"AUT","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.479975,
"AUT","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.194659,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.896561,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.172226,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.448848,
"AUT","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.029123,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.578801,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.617748,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.730558,
"AUT","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.821923,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.958397,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.413716,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.321377,
"AUT","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.34569,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.317089,
